year,BIOMASS,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM,NUCLEAR_ADV,COAL_ADV,NATGAS_ADV
2035,5.5230502999999995,2.81574,19.258636,15.903979999999999,12.42,31.935623,9.4207587,3.5056312,0.0,0.0
2040,6.009331199999999,2.4444,22.241778,5.02332,12.42,36.005069000000006,10.845224,3.5056312,0.0,0.0
2045,6.1492757000000005,2.35704,26.103512,0.6888,12.42,41.187864999999995,12.635795,3.5056312,0.0,0.0
2050,6.1492757000000005,2.2556,30.365495,0.6888,12.42,46.812224,14.554687,3.5056312,0.0,0.0
2025,0.0,7.5059,1.0828726,16.3716,12.42,0.2672,8.8887189,0.0,0.0,0.0
2030,4.65295,5.04524,23.830999,16.3327,12.42,38.89684,14.293784,0.0,0.0,0.0
2035,4.65295,2.81574,26.450868,15.903979999999999,12.42,44.692933,16.347106,0.0,0.0,0.0
2040,4.65295,2.4444,29.708647,5.02332,12.42,49.953148,18.240113,0.0,0.0,0.0
2045,4.65295,2.35704,33.453487,0.6888,12.42,54.804207999999996,20.010716,0.0,0.0,0.0
2050,4.65295,2.2556,37.455203999999995,0.6888,12.42,59.439477,21.716763,0.0,0.0,0.0
2025,0.0,7.5059,1.4777129,16.3716,12.42,0.2672,9.5518036,6.153048300000001e-11,0.0,0.0
2030,4.4715291,5.04524,24.508983,16.3327,12.42,35.959169,15.469268,6.156918400000001e-11,0.0,0.0
2035,4.5275886,2.81574,27.633756,15.903979999999999,12.42,40.472302000000006,17.506555,6.156918400000001e-11,0.0,0.0
2040,4.5275886,2.4444,30.862204000000002,5.02332,12.42,45.133761,19.612722,6.156918400000001e-11,0.0,0.0
2045,4.5275886,2.35704,34.090652,0.6888,12.42,49.79522,21.71889,6.156918400000001e-11,0.0,0.0
2050,4.5275886,2.2556,37.3191,0.6888,12.42,54.456678999999994,23.825057,6.156918400000001e-11,0.0,0.0
2025,0.0,7.5059,1.3572483,16.3716,12.42,0.2672,8.300049999999999,0.0,0.0,0.0
2030,4.6226578,5.04524,23.821900000000003,16.3327,12.42,37.099364,15.720027,0.0,0.0,0.0
2035,4.6226578,2.81574,27.027063,15.903979999999999,12.42,42.045113,17.605348000000003,0.0,0.0,0.0
2040,4.6226578,2.4444,30.576734000000002,5.02332,12.42,47.097093,19.148156999999998,0.0,0.0,0.0
2045,4.6226578,2.35704,34.242021,0.6888,12.42,52.152809,20.678922,0.0,0.0,0.0
2050,4.6226578,2.2556,36.863137,0.6888,12.42,56.904805999999994,23.188938999999998,0.0,0.0,0.0
2025,0.0,7.5059,1.3982838999999998,16.3716,12.42,0.2672,9.041152400000001,0.0,0.0,0.0
2030,3.8736126,5.04524,23.905762,16.3327,12.42,31.257855,18.944542000000002,0.0,0.0,0.0
2035,3.8736126,2.81574,26.84669,15.903979999999999,12.42,35.241957,21.321659,0.0,0.0,0.0
2040,3.8736126,2.4444,29.787968,5.02332,12.42,39.274243999999996,23.675323,0.0,0.0,0.0
2045,3.8736126,2.35704,33.081197,0.6888,12.42,43.116341999999996,25.899831,0.0,0.0,0.0
2050,3.8736126,2.2556,36.220468000000004,0.6888,12.42,47.314786,28.04913,0.0,0.0,0.0
2025,0.0,7.5059,1.5163706,16.3716,12.42,0.2672,8.7648466,1.9663330000000003e-11,0.0,0.0
2030,3.7674678,5.04524,23.155651000000002,16.3327,12.42,34.850546,17.466858,1.9663330000000003e-11,0.0,0.0
2035,3.7674678,2.81574,26.051659,15.903979999999999,12.42,39.184636,19.666956,1.9953766e-11,0.0,0.0
2040,3.7674678,2.4444,28.947658,5.02332,12.42,43.518673,21.867197,2.0423613e-11,0.0,0.0
2045,3.7674678,2.35704,31.843569,0.6888,12.42,47.852104,24.069063,2.0423613e-11,0.0,0.0
2050,3.7674678,2.2556,34.73935899999999,0.6888,12.42,52.18471,26.273142,2.0423613e-11,0.0,0.0
2025,0.0,7.5059,1.3282711,16.3716,12.42,0.2672,9.309514499999999,0.0,0.0,0.0
2030,6.8929986,5.04524,19.113072,16.3327,12.42,26.621225,16.976936000000002,0.013211676,0.0,0.0
2035,7.2502176,2.81574,21.484363000000002,15.903979999999999,12.42,30.083577000000002,19.206329,0.013211677,0.0,0.0
2040,7.2502176,2.4444,24.452891,5.02332,12.42,34.442816,22.018287,0.013211677,0.0,0.0
2045,7.2502176,2.35704,28.872279,0.6888,12.42,37.608538,24.756154,0.013211677,0.0,0.0
2050,7.2502176,2.2556,32.099064999999996,0.6888,12.42,41.75488,27.556058,0.013211677,0.0,0.0
2025,0.0,7.5059,1.4205537,16.3716,12.42,0.2672,9.6080986,0.0,0.0,0.0
2030,4.3030213,5.04524,15.418933,16.3327,12.42,22.467809000000003,8.9287386,4.4177632000000004,0.0,0.0
2035,4.3030213,2.81574,15.402852999999999,15.903979999999999,12.42,25.221369,7.3991147,5.5124239,0.0,0.0
2040,4.3030213,2.4444,16.107054,5.02332,12.42,26.260753,8.1672631,6.4207216,0.0,0.0
2045,4.3030213,2.35704,18.336776,0.6888,12.42,30.025188999999997,8.885255800000001,6.9589982,0.0,0.0
2050,4.457133300000001,2.2556,22.549838,0.6888,12.42,36.137001,10.004046,6.9589982,0.0,0.0
2025,0.0,7.5059,1.0425951,16.3716,12.42,0.2672,8.554094,0.0,0.0,0.0
2030,7.2689191,5.04524,21.607407,16.3327,12.42,24.653513999999998,16.046839,0.0,0.0,0.0
2035,7.2689191,2.81574,24.185311000000002,15.903979999999999,12.42,28.919134,19.251718,0.0,0.0,0.0
2040,7.2689191,2.4444,28.137897000000002,5.02332,12.42,34.110803999999995,20.658088,0.0,0.0,0.0
2045,7.2689191,2.35704,31.490252,0.6888,12.42,38.410654,23.130142,0.0,0.0,0.0
2050,7.2689191,2.2556,34.405428,0.6888,12.42,41.556271,26.660294,0.0,0.0,0.0
2025,0.0,7.5059,1.1048628,16.3716,12.42,0.2672,8.7475988,0.0,0.0,0.0
2030,7.2586389,5.04524,19.132166,16.3327,12.42,18.249265,20.104758,0.0,0.0,0.0
2035,7.3462454,2.81574,21.972457,15.903979999999999,12.42,21.093222,23.257586,0.0,0.0,0.0
2040,7.3669498,2.4444,24.956364,5.02332,12.42,24.118166000000002,26.501099,0.0,0.0,0.0
2045,7.3669498,2.35704,29.386651999999998,0.6888,12.42,27.516185,28.58014,0.0,0.0,0.0
2050,7.3669498,2.2556,32.871147,0.6888,12.42,31.053318,31.357067,0.0,0.0,0.0
2025,0.0,7.5059,1.3488687,16.3716,12.42,0.2672,8.6799467,0.0,0.0,0.0
2030,7.8005455,5.04524,18.363166,16.3327,12.42,22.5762,17.456557,0.0,0.0,0.0
2035,7.8005455,2.81574,20.970899000000003,15.903979999999999,12.42,26.77938,20.832236,5.93478e-11,0.0,0.0
2040,7.8005455,2.4444,24.955667000000002,5.02332,12.42,30.627087,23.337992999999997,8.8764702e-11,0.0,0.0
2045,7.914996199999999,2.35704,28.119935,0.6888,12.42,36.192789,25.174072,8.8764702e-11,0.0,0.0
2050,8.1453276,2.2556,31.088492,0.6888,12.42,41.572072999999996,26.769249,8.8764702e-11,0.0,0.0
2025,0.0,7.5059,1.5176776,16.3716,12.42,0.2672,8.542037899999999,0.0,0.0,0.0
2030,7.3471201,5.04524,19.75665,16.3327,12.42,27.765809,14.877329,1.0268729000000001e-10,0.0,0.0
2035,7.4450673,2.81574,23.823563999999998,15.903979999999999,12.42,31.243557,16.975856,1.0268729000000001e-10,0.0,0.0
2040,7.4450673,2.4444,27.688077,5.02332,12.42,35.301134,19.341501,1.0268729000000001e-10,0.0,0.0
2045,7.4450673,2.35704,31.4058,0.6888,12.42,39.468341,21.75674,1.0268729000000001e-10,0.0,0.0
2050,7.4450673,2.2556,34.808785,0.6888,12.42,43.870608999999995,24.278313999999998,1.0268729000000001e-10,0.0,0.0
2025,0.0,7.5059,1.0760750000000001,16.3716,12.42,0.2672,8.8869512,0.0,0.0,0.0
2030,5.8028513,5.04524,21.030958,16.3327,12.42,26.952227999999998,17.719896000000002,0.0,0.0,0.0
2035,6.010624,2.81574,23.761487000000002,15.903979999999999,12.42,30.421508000000003,19.911047999999997,0.0,0.0,0.0
2040,6.010624,2.4444,27.044201,5.02332,12.42,34.31003,22.295899000000002,0.0,0.0,0.0
2045,6.010624,2.35704,30.547008,0.6888,12.42,38.104178,24.570066999999998,0.0,0.0,0.0
2050,6.010624,2.2556,33.869504,0.6888,12.42,42.013644,26.942978,0.0,0.0,0.0
2025,0.0,7.5059,1.4790323,16.3716,12.42,0.2672,9.5487379,0.0,0.0,0.0
2030,6.7444449,5.04524,22.565617999999997,16.3327,12.42,29.019366,16.172325999999998,0.0,0.0,0.0
2035,6.9344082,2.81574,25.703128,15.903979999999999,12.42,32.971151,18.571227,0.0,0.0,0.0
2040,7.1945546,2.4444,29.252525000000002,5.02332,12.42,36.377339,20.644954000000002,0.0,0.0,0.0
2045,7.389784,2.35704,32.861555,0.6888,12.42,39.999241999999995,22.846795999999998,0.0,0.0,0.0
2050,7.389784,2.2556,36.299701999999996,0.6888,12.42,44.528137,25.565308,0.0,0.0,0.0
2025,0.0,7.5059,1.3586129,16.3716,12.42,0.2672,8.2970458,0.0,0.0,0.0
2030,4.7302311,5.04524,24.485876,16.3327,12.42,40.906487999999996,12.446017,0.0,0.0,0.0
2035,4.7302311,2.81574,27.782526,15.903979999999999,12.42,46.360848,14.101704999999999,0.0,0.0,0.0
2040,4.7302311,2.4444,31.07159,5.02332,12.42,51.787363,15.826412,0.0,0.0,0.0
2045,4.7302311,2.35704,34.364943,0.6888,12.42,57.229623,17.512092,0.0,0.0,0.0
2050,4.7302311,2.2556,37.659553,0.6888,12.42,62.676494,19.186343,0.0,0.0,0.0
2025,0.0,7.5059,1.3996222,16.3716,12.42,0.2672,9.038753,0.0,0.0,0.0
2030,4.1117031,5.04524,24.330754000000002,16.3327,12.42,32.310885,16.978899000000002,0.0,0.0,0.0
2035,4.1117031,2.81574,27.367165,15.903979999999999,12.42,36.48648,19.203519,0.0,0.0,0.0
2040,4.1117031,2.4444,30.418322,5.02332,12.42,40.667887,21.421242,0.0,0.0,0.0
2045,4.1117031,2.35704,33.517496,0.6888,12.42,44.868226,23.616506,0.0,0.0,0.0
2050,4.1117031,2.2556,36.61667,0.6888,12.42,49.068563999999995,25.81177,0.0,0.0,0.0
2025,0.0,7.5059,1.5176776,16.3716,12.42,0.2672,8.7619075,0.0,0.0,0.0
2030,2.7747139,5.04524,25.416031999999998,16.3327,12.42,35.235793,18.843094,0.0,0.0,0.0
2035,2.7747139,2.81574,28.296616999999998,15.903979999999999,12.42,39.402846,21.081932000000002,0.0,0.0,0.0
2040,2.7747139,2.4444,31.177203000000002,5.02332,12.42,43.569900000000004,23.32077,0.0,0.0,0.0
2045,2.7747139,2.35704,34.076589,0.6888,12.42,47.726722,25.553814,0.0,0.0,0.0
2050,2.7747139,2.2556,37.344549,0.6888,12.42,51.642747,27.679941,0.0,0.0,0.0
2025,0.0,7.5059,1.3296427000000002,16.3716,12.42,0.2672,9.3063208,0.0,0.0,0.0
2030,5.7719633,5.04524,22.035181,16.3327,12.42,24.515061000000003,18.84264,0.0,0.0,0.0
2035,5.833588,2.81574,24.955569,15.903979999999999,12.42,28.071377000000002,21.566817,0.0,0.0,0.0
2040,5.833588,2.4444,28.142268,5.02332,12.42,31.660473999999997,24.337790000000002,0.0,0.0,0.0
2045,5.833588,2.35704,31.336843000000002,0.6888,12.42,35.244811,27.106022,0.0,0.0,0.0
2050,5.833588,2.2556,34.529049,0.6888,12.42,38.874387000000006,29.866302,0.0,0.0,0.0
2025,0.0,7.5059,1.418626,16.3716,12.42,0.2672,9.617776099999999,0.0,0.0,0.0
2030,3.3951246,5.04524,13.671808,16.3327,12.42,23.317143,8.9384161,4.989594299999999,0.0,0.0
2035,3.3951246,2.81574,13.728845,15.903979999999999,12.42,25.658476999999998,8.2320831,6.0109927,0.0,0.0
2040,3.3951246,2.4444,14.879759,5.02332,12.42,27.404404,9.2515497,6.7741750000000005,0.0,0.0
2045,3.3951246,2.35704,18.508468,0.6888,12.42,34.302955000000004,10.891860000000001,6.7741750000000005,0.0,0.0
2050,3.3951246,2.2556,22.567526,0.6888,12.42,40.58839,12.53681,6.7741750000000005,0.0,0.0
2025,0.0,7.5059,1.0420751,16.3716,12.42,0.2672,8.5623109,0.0,0.0,0.0
2030,6.0919133,5.04524,22.410459,16.3327,12.42,28.643044999999997,16.580435,0.0,0.0,0.0
2035,6.2833481,2.81574,25.435674,15.903979999999999,12.42,32.572399000000004,18.458385,0.0,0.0,0.0
2040,6.407862199999999,2.4444,28.278913,5.02332,12.42,36.790205,20.791094,0.0,0.0,0.0
2045,6.407862199999999,2.35704,32.403357,0.6888,12.42,40.539311000000005,22.977491,0.0,0.0,0.0
2050,6.407862199999999,2.2556,35.833099000000004,0.6888,12.42,44.775494,25.462975,0.0,0.0,0.0
2025,0.0,7.5059,1.1134785,16.3716,12.42,0.2672,8.754498400000001,0.0,0.0,0.0
2030,6.1214112,5.04524,22.449799,16.3327,12.42,28.524403999999997,17.08199,0.0,0.0,0.0
2035,6.1214112,2.81574,25.562047,15.903979999999999,12.42,32.899474000000005,19.684721,0.0,0.0,0.0
2040,6.1214112,2.4444,29.329986,5.02332,12.42,36.894323,21.955441,0.0,0.0,0.0
2045,6.1214112,2.35704,32.613509,0.6888,12.42,41.170074,24.471446,0.0,0.0,0.0
2050,6.1214112,2.2556,36.280767,0.6888,12.42,45.227332000000004,26.791863000000003,0.0,0.0,0.0
2025,0.0,7.5059,1.3468169,16.3716,12.42,0.2672,8.6913617,0.0,0.0,0.0
2030,3.6856199000000003,5.04524,15.990329,16.3327,12.42,29.960178,8.012001699999999,3.9104034000000003,0.0,0.0
2035,3.6856199000000003,2.81574,16.371136,15.903979999999999,12.42,30.719057,8.1669044,4.9312189,0.0,0.0
2040,3.8563345,2.4444,19.504413,5.02332,12.42,36.421186,9.7960379,4.9312189,0.0,0.0
2045,3.8563345,2.35704,23.00427,0.6888,12.42,42.940142,11.488218999999999,4.9312189,0.0,0.0
2050,3.8563345,2.2556,27.455529,0.6888,12.42,48.355875999999995,13.005282,4.9312189,0.0,0.0
2025,0.0,7.5059,1.5158478,16.3716,12.42,0.2672,8.5518526,0.0,0.0,0.0
2030,5.957167800000001,5.04524,18.818137999999998,16.3327,12.42,30.618779,10.590869000000001,1.8871584000000001,0.0,0.0
2035,6.5510487,2.81574,21.171135999999997,15.903979999999999,12.42,34.373055,12.050065,1.8871584000000001,0.0,0.0
2040,6.7041827000000005,2.4444,24.469912,5.02332,12.42,39.567769,14.046602,1.8871584000000001,0.0,0.0
2045,6.7041827000000005,2.35704,28.099753,0.6888,12.42,45.268434,16.227599,1.8871584000000001,0.0,0.0
2050,6.7041827000000005,2.2556,31.982289,0.6888,12.42,50.71455,18.339419999999997,1.8871584000000001,0.0,0.0
2025,0.0,7.5059,1.0846545,16.3716,12.42,0.2672,8.895078700000001,0.0,0.0,0.0
2030,3.6417066,5.04524,15.933286,16.3327,12.42,30.323335999999998,8.2157187,3.8792737,0.0,0.0
2035,3.6417066,2.81574,16.383844,15.903979999999999,12.42,32.266725,7.1203994,4.8454577,0.0,0.0
2040,3.6417066,2.4444,20.037898000000002,5.02332,12.42,38.705964,8.5790494,4.8454577,0.0,0.0
2045,3.6417066,2.35704,23.282041,0.6888,12.42,45.619456,10.112957,4.8454577,0.0,0.0
2050,3.6417066,2.2556,26.965225,0.6888,12.42,52.024993,11.566259,4.8454577,0.0,0.0
2025,0.0,7.5059,1.4771632,16.3716,12.42,0.2672,9.5584443,0.0,0.0,0.0
2030,5.9255658,5.04524,22.989067,16.3327,12.42,31.923353,16.881703,0.0,0.0,0.0
2035,6.3781699,2.81574,25.475658,15.903979999999999,12.42,35.340281000000004,18.798492999999997,0.0,0.0,0.0
2040,6.3781699,2.4444,28.903467,5.02332,12.42,39.872628,21.375777999999997,0.0,0.0,0.0
2045,6.3781699,2.35704,32.382846,0.6888,12.42,44.367084000000006,23.934742,0.0,0.0,0.0
2050,6.3781699,2.2556,35.76759,0.6888,12.42,48.931071,26.527328,0.0,0.0,0.0
2025,0.0,7.5059,1.356625,16.3716,12.42,0.2672,8.3052923,0.0,0.0,0.0
2030,4.042101,5.04524,24.990382,16.3327,12.42,43.293735999999996,13.196071,0.0,0.0,0.0
2035,4.042101,2.81574,28.199294000000002,15.903979999999999,12.42,48.833571000000006,14.878564,0.0,0.0,0.0
2040,4.042101,2.4444,31.408205000000002,5.02332,12.42,54.373405,16.561057,0.0,0.0,0.0
2045,4.042101,2.35704,34.617117,0.6888,12.42,59.913239999999995,18.24355,0.0,0.0,0.0
2050,4.042101,2.2556,37.826029000000005,0.6888,12.42,65.453074,19.926042000000002,0.0,0.0,0.0
2025,0.0,7.5059,1.397675,16.3716,12.42,0.2672,9.047741400000001,0.0,0.0,0.0
2030,3.1749985,5.04524,24.794052,16.3327,12.42,35.067778,17.78998,0.0,0.0,0.0
2035,3.1749985,2.81574,27.706373,15.903979999999999,12.42,39.22693099999999,19.938696,0.0,0.0,0.0
2040,3.1749985,2.4444,30.651066,5.02332,12.42,43.376758,22.083076000000002,0.0,0.0,0.0
2045,3.1749985,2.35704,33.623502,0.6888,12.42,47.51847,24.223833,0.0,0.0,0.0
2050,3.1749985,2.2556,36.594457999999996,0.6888,12.42,51.675174,26.363361,0.0,0.0,0.0
2025,0.0,7.5059,1.5158478,16.3716,12.42,0.2672,8.771258,0.0,0.0,0.0
2030,5.5990104,5.04524,20.170305,16.3327,12.42,28.016311,18.651988000000003,0.0,0.0,0.0
2035,5.5990104,2.81574,22.996404,15.903979999999999,12.42,31.77779,21.60938,0.0,0.0,0.0
2040,5.5990104,2.4444,26.031596,5.02332,12.42,37.061534,23.432702000000003,0.0,0.0,0.0
2045,5.5990104,2.35704,29.683075000000002,0.6888,12.42,41.392656,25.366755,0.0,0.0,0.0
2050,5.5990104,2.2556,33.168968,0.6888,12.42,46.419343,26.993153,0.0,0.0,0.0
2025,0.0,7.5059,1.3276042,16.3716,12.42,0.2672,9.316646800000001,0.0,0.0,0.0
2030,6.465702100000001,5.04524,21.291766,16.3327,12.42,29.676311000000002,16.241856,0.01927185,0.0,0.0
2035,6.465702100000001,2.81574,24.668414000000002,15.903979999999999,12.42,34.076494,18.783901999999998,0.01927185,0.0,0.0
2040,6.465702100000001,2.4444,28.263080000000002,5.02332,12.42,38.318551,21.254578000000002,0.01927185,0.0,0.0
2045,6.465702100000001,2.35704,31.650723000000003,0.6888,12.42,42.710758999999996,23.793025,0.01927185,0.0,0.0
2050,6.465702100000001,2.2556,34.910119,0.6888,12.42,47.229756,26.366862,0.01927185,0.0,0.0
2025,0.0,7.5059,1.4152448,16.3716,12.42,0.2672,9.6231232,0.0,0.0,0.0
2030,4.8987921,5.04524,23.083535,16.3327,12.42,35.430606,14.18708,0.50488373,0.0,0.0
2035,4.8987921,2.81574,26.001209,15.903979999999999,12.42,41.011672,16.386611000000002,0.50488373,0.0,0.0
2040,4.8987921,2.4444,29.43294,5.02332,12.42,46.149864,18.441616999999997,0.50488373,0.0,0.0
2045,4.8987921,2.35704,32.746641,0.6888,12.42,51.389742,20.529806,0.50488373,0.0,0.0
2050,4.8987921,2.2556,35.984682,0.6888,12.42,56.694802,22.639266,0.50488373,0.0,0.0
2025,0.0,7.5059,1.0423896,16.3716,12.42,0.2672,8.5662477,0.0,0.0,0.0
2030,4.4965405,5.04524,22.772865000000003,16.3327,12.42,38.69386,14.901137,6.0279204e-11,0.0,0.0
2035,4.4965405,2.81574,25.212761999999998,15.903979999999999,12.42,44.325148,16.894837,6.0279204e-11,0.0,0.0
2040,4.4965405,2.4444,28.636435000000002,5.02332,12.42,49.076001,18.822653,6.0279204e-11,0.0,0.0
2045,4.4965405,2.35704,31.855007,0.6888,12.42,54.011119,20.764537,6.0279204e-11,0.0,0.0
2050,4.4965405,2.2556,34.88505,0.6888,12.42,59.115379999999995,22.719889,6.0279204e-11,0.0,0.0
2025,0.0,7.5059,1.1043797,16.3716,12.42,0.2672,8.7609059,0.0,0.0,0.0
2030,5.9249951,5.04524,20.411956999999997,16.3327,12.42,28.175642,18.557496999999998,0.0,0.0,0.0
2035,6.237062,2.81574,22.717769,15.903979999999999,12.42,31.631189,20.83963,0.0,0.0,0.0
2040,6.237062,2.4444,25.497321,5.02332,12.42,35.848533,23.623298,0.0,0.0,0.0
2045,6.237062,2.35704,28.274216,0.6888,12.42,40.069442,26.407653,0.0,0.0,0.0
2050,6.237062,2.2556,31.049865,0.6888,12.42,44.290387,29.192919000000003,0.0,0.0,0.0
2025,0.0,7.5059,1.3434062,16.3716,12.42,0.2672,8.6956587,1.7044574e-12,0.0,0.0
2030,3.6937797,5.04524,24.189707,16.3327,12.42,41.812881000000004,15.00682,5.2979465e-11,0.0,0.0
2035,3.6937797,2.81574,27.225094000000002,15.903979999999999,12.42,46.993209,16.875089,6.348887e-11,0.0,0.0
2040,3.6937797,2.4444,30.268599,5.02332,12.42,52.170021,18.739612,6.348887e-11,0.0,0.0
2045,3.6937797,2.35704,33.462185,0.6888,12.42,57.413569,20.452151999999998,6.348887e-11,0.0,0.0
2050,3.6937797,2.2556,36.948139000000005,0.6888,12.42,62.759724,21.885829,6.348887e-11,0.0,0.0
2025,0.0,7.5059,1.5125206,16.3716,12.42,0.2672,8.556916800000002,0.0,0.0,0.0
2030,7.856865,5.04524,18.946482,16.3327,12.42,28.535512999999998,13.177433,0.44561909000000005,0.0,0.0
2035,7.98275,2.81574,22.417534,15.903979999999999,12.42,33.041625,15.514007,0.44561909000000005,0.0,0.0
2040,8.0682539,2.4444,26.507934000000002,5.02332,12.42,37.238324999999996,17.714409,0.44561909000000005,0.0,0.0
2045,8.0682539,2.35704,30.095247,0.6888,12.42,42.351084,20.273469000000002,0.44561909000000005,0.0,0.0
2050,8.2538088,2.2556,33.639716,0.6888,12.42,46.631414,22.438057,0.44561909000000005,0.0,0.0
2025,0.0,7.5059,1.0755396000000002,16.3716,12.42,0.2672,8.9011694,0.0,0.0,0.0
2030,3.3896696000000004,5.04524,25.464216,16.3327,12.42,40.234602,15.690503000000001,0.0,0.0,0.0
2035,3.3896696000000004,2.81574,28.605609,15.903979999999999,12.42,45.094313,17.613999,0.0,0.0,0.0
2040,3.3896696000000004,2.4444,31.747002000000002,5.02332,12.42,49.954024,19.537495,0.0,0.0,0.0
2045,3.3896696000000004,2.35704,34.998543,0.6888,12.42,54.730601,21.433142,0.0,0.0,0.0
2050,3.3896696000000004,2.2556,38.200659,0.6888,12.42,59.55056,23.340167,0.0,0.0,0.0
2025,0.0,7.5059,1.4738147,16.3716,12.42,0.2672,9.5637191,1.0941556e-12,0.0,0.0
2030,6.3112498,5.04524,21.529288,16.3327,12.42,30.575029999999998,16.600191,0.15410314,0.0,0.0
2035,6.7745165,2.81574,24.046787000000002,15.903979999999999,12.42,33.902913,18.549836,0.15410314,0.0,0.0
2040,6.7745165,2.4444,28.586648,5.02332,12.42,37.62056,20.803642,0.15410314,0.0,0.0
2045,6.7745165,2.35704,32.314928,0.6888,12.42,41.936859,23.353631,0.15410314,0.0,0.0
2050,6.7745165,2.2556,35.791754,0.6888,12.42,46.43864,25.995386,0.15410314,0.0,0.0
2025,0.0,7.5059,1.353201,16.3716,12.42,0.2672,8.3103439,0.0,0.0,0.0
2030,4.3588041,5.04524,25.069136,16.3327,12.42,41.528767,13.60458,0.0,0.0,0.0
2035,4.3588041,2.81574,28.379291000000002,15.903979999999999,12.42,46.99566,15.285495999999998,0.0,0.0,0.0
2040,4.3588041,2.4444,32.008264,5.02332,12.42,52.21997,16.842054,0.0,0.0,0.0
2045,4.3588041,2.35704,35.314171,0.6888,12.42,57.697292000000004,18.525966,0.0,0.0,0.0
2050,4.3588041,2.2556,38.620414,0.6888,12.42,63.177584,20.203522,0.0,0.0,0.0
2025,0.0,7.5059,1.3942697000000002,16.3716,12.42,0.2672,9.053728600000001,0.0,0.0,0.0
2030,4.0557688,5.04524,23.475984,16.3327,12.42,38.043712,16.465935,0.0,0.0,0.0
2035,4.0557688,2.81574,26.145604,15.903979999999999,12.42,43.119727,18.560722000000002,0.0,0.0,0.0
2040,4.0557688,2.4444,29.140276,5.02332,12.42,47.860527000000005,20.677969,0.0,0.0,0.0
2045,4.0557688,2.35704,32.421727,0.6888,12.42,52.305279,22.815486,0.0,0.0,0.0
2050,4.0557688,2.2556,34.984010999999995,0.6888,12.42,57.490468,24.905116000000003,0.0,0.0,0.0
2025,0.0,7.5059,1.5125206,16.3716,12.42,0.2672,8.77602,0.0,0.0,0.0
2030,3.8727399,5.04524,22.742552,16.3327,12.42,34.249739,18.31692,0.0,0.0,0.0
2035,3.8727399,2.81574,25.528254,15.903979999999999,12.42,38.619869,20.64173,4.2699473e-11,0.0,0.0
2040,3.8727399,2.4444,28.313955,5.02332,12.42,42.988605,22.968365000000002,4.2699473e-11,0.0,0.0
2045,3.8727399,2.35704,31.664384,0.6888,12.42,46.865957,25.256921,4.2699473e-11,0.0,0.0
2050,3.8727399,2.2556,35.67908,0.6888,12.42,50.171589999999995,27.49952,4.2699473e-11,0.0,0.0
2025,0.0,7.5059,1.3241628,16.3716,12.42,0.2672,9.3223041,0.0,0.0,0.0
