time,mw,u
69.0,0.653612016503,7.46499080426
70.0,1.01720626535,3.5755642561
71.0,0.954436175551,5.10773788336
72.0,0.399543135788,5.47064479527
73.0,1.05127667869,2.65983079115
74.0,1.7679610614,4.33877061976
75.0,0.822313187983,6.26341602015
76.0,1.70246295062,1.92680403266
77.0,1.44673630623,0.958080441438
78.0,1.33444199877,3.91276597844
79.0,2.0854725076,4.84562749647
80.0,1.05429233618,6.49163484183
81.0,1.63139312539,9.8737712369
82.0,1.52689697493,9.08501195406
83.0,3.82456916112,7.36392101907
84.0,2.34769355736,6.6991342914
85.0,3.09527568311,5.94133853553
86.0,5.69432029977,2.39901209447
87.0,3.23012293498,1.87364896696
88.0,1.48525365222,2.02201502806
89.0,1.23081693247,-0.23034130474
90.0,1.31718760627,0.15761990169
91.0,1.18123897147,-0.74855762894
92.0,0.0160097552851,1.47384598207
93.0,0.228914662248,1.54785639325
94.0,1.4787276025,2.54943620265
95.0,1.94424841428,2.78124115702
96.0,1.76942629601,2.57795785265
97.0,2.8335005064,0.451481750248
98.0,1.7988819304,-0.0520837543764
99.0,0.155788552504,5.49762458988
100.0,0.155586508854,3.6595672504
101.0,0.236849245534,2.6070529992
102.0,0.206884912347,1.65691302843
103.0,0.352208417528,1.9992466425
104.0,0.481627916495,3.9565329416
105.0,0.486362718718,3.05260092242
106.0,1.06697190875,2.81203286537
107.0,0.401524475206,1.94245362733
108.0,0.701632436963,0.0711744991866
109.0,0.542100646922,-0.915175421186
110.0,0.931647792742,-0.848533401415
111.0,1.3071643284,-0.633503128265
112.0,1.20102945275,-0.521538191666
113.0,0.749512783801,0.392277256476
114.0,1.84814237109,0.74519553045
115.0,1.35066676024,2.16277375961
116.0,2.5044688478,0.408191546686
117.0,2.62168132943,-0.470036670519
118.0,2.01128639739,-0.653626383888
119.0,1.09350996142,0.492777901093
120.0,0.589009395895,-0.00314404810112
121.0,0.324973430688,-0.959289879172
122.0,0.643842975577,-0.988588227727
123.0,0.216043263577,0.505055496624
124.0,0.409016429902,0.36037514752
125.0,0.587469503247,4.32766784048
126.0,0.523303989514,3.10472944912
127.0,0.592115412398,3.81302288148
128.0,0.680743937662,4.8853158685
129.0,0.770411073994,4.90442036797
130.0,0.355580005473,3.53990786771
131.0,0.564415060434,5.56356220805
132.0,0.316756284498,7.52873575521
133.0,0.14603918145,8.28782369013
134.0,0.22345330582,7.3401261347
135.0,0.125878519058,5.80010991717
136.0,0.601676091757,6.00828310648
137.0,2.48465495426,5.42605759783
138.0,1.44139626182,1.54688578079
139.0,1.57448204379,1.08818504805
140.0,0.519237227148,0.0157553951037
141.0,0.111209257927,-0.167865567385
142.0,0.0678483841574,2.92241498881
143.0,1.01527354854,4.90517864701
144.0,0.742963285677,5.27941371408
145.0,0.619631290362,3.26732827616
146.0,1.32645018167,1.14178697362
147.0,2.24457045104,7.21117609793
148.0,2.35867659067,9.32233153797
149.0,3.26229835108,9.15746760922
150.0,3.30975071005,11.7878740348
151.0,5.98340871269,10.9253939081
152.0,4.73815046888,9.0423098714
153.0,5.48198977571,9.92508888772
154.0,4.75081210957,11.0266193138
155.0,6.11188412415,7.53144713444
156.0,4.97598920611,9.39824326126
157.0,3.89820049012,12.2901813223
158.0,4.5488955049,10.8319293689
159.0,5.42430829958,11.3739977289
160.0,6.5074725784,10.6835315454
161.0,8.13304265448,10.2653324522
162.0,8.43826906373,5.29823864488
163.0,7.99213746357,7.34123804289
164.0,7.84512085933,9.15606533043
165.0,6.89699609666,7.07146417686
166.0,5.7437986532,7.49110496014
167.0,3.3099739983,5.39708586393
168.0,2.64314053006,7.62467565558
169.0,3.11313223561,9.39015253678
170.0,3.3437717005,9.41770486972
171.0,3.22602980511,6.85738314002
172.0,3.45011672654,9.5095122879
173.0,3.88082847382,16.6499520179
174.0,7.21595172637,17.2942472846
175.0,7.11637068271,11.4630590774
176.0,4.8685356375,14.2559798628
177.0,0.0,5.80108942057
178.0,3.25580491429,11.211089531
179.0,0.0,3.30891920095
180.0,0.0,9.9535128917
181.0,4.09300741457,10.9452706174
182.0,3.38349609729,9.66012160343
183.0,2.27109536629,10.0116482725
184.0,1.75361862017,9.15904963681
185.0,3.11248663994,8.22507003432
186.0,2.22557821571,5.29516057993
187.0,1.34858291943,1.99275893405
188.0,1.53777972746,1.43610723027
189.0,1.82987492374,1.55800798678
190.0,0.833708521829,1.5380138856
191.0,0.260261965471,0.749896385026
192.0,0.0679878969457,1.26644095026
193.0,0.264327950052,2.3584321029
194.0,0.240029271465,4.09452456024
195.0,0.0840853845062,3.21457991223
196.0,0.271390044069,3.39287039973
197.0,0.455335745218,4.0007870445
198.0,0.621232156173,-0.121478426472
199.0,0.561844283251,2.23218228862
200.0,0.343544056888,2.07376197069
201.0,0.342656131057,0.608556499658
202.0,0.195224297569,0.603444050928
203.0,0.661851946469,-0.872936277255
204.0,0.46620181482,0.593793458021
205.0,0.137152947889,0.963222432098
206.0,0.167663495409,0.273852729392
207.0,0.229189875742,0.261860425192
208.0,0.633075756167,1.15995327115
209.0,0.617645387916,1.64328082101
210.0,0.528503537948,1.25263840171
211.0,0.174189072445,2.29939759175
212.0,0.476258205211,1.20315129399
213.0,0.467182156469,2.65180994985
214.0,0.551265551065,3.46313554375
215.0,0.295622305793,1.32858301452
216.0,0.0220936254584,5.58081153663
217.0,0.131402846362,6.87647557819
218.0,0.678344442233,6.42214222618
219.0,1.6377942407,4.09919990732
220.0,0.303867151978,5.23617000129
221.0,1.30794807546,6.51717900556
222.0,0.751021054561,12.2692391133
223.0,2.13090783668,11.1374535545
224.0,1.12455620447,5.27843416713
225.0,0.394562732106,6.00717060728
226.0,0.179491497262,6.37264385248
227.0,0.0139400922505,3.01708643489
228.0,0.114734130351,6.65904448857
229.0,0.237080127276,5.29757183143
230.0,0.779292957395,6.83282906882
231.0,2.05337557398,6.58941137271
232.0,3.9437549653,6.68253804598
233.0,3.42046834438,7.61864806826
234.0,3.39520373657,5.81459743048
235.0,3.30780278031,2.269851191
236.0,1.46949228889,3.52258219811
237.0,0.794872117665,0.989048583254
238.0,1.15585262957,0.0914084731831
239.0,0.602365208072,0.161327791137
240.0,0.899426407775,1.12261740363
241.0,0.276362885858,1.56678226026
242.0,0.0315900103853,3.26462371964
243.0,0.224795770485,3.56375125015
244.0,0.0,10.9904716115
245.0,0.576591192827,5.26448150293
246.0,0.446824149238,5.2527898016
247.0,0.564183515493,6.17405062293
248.0,0.586454554283,7.30191419238
249.0,0.176693697286,6.07535877342
250.0,0.141090607433,6.91485526322
251.0,1.18550254869,7.42620927845
252.0,2.12333919701,10.1205535933
253.0,2.76883591751,8.7225732707
254.0,4.23986857309,3.79590256949
255.0,3.55190907431,3.89508174295
256.0,2.88680952954,3.66109987124
257.0,1.48771617194,3.12556505396
258.0,1.21332077125,2.95820588502
259.0,0.898054112387,5.56183375851
260.0,0.613523040085,5.72226870572
261.0,1.40196112087,1.3869864696
262.0,1.9862072909,2.5917358641
263.0,1.91701118335,3.14482221023
264.0,1.7246589202,4.12243407022
265.0,0.859712454127,6.78061635449
266.0,0.772471398933,8.77103893889
267.0,1.55100772679,10.2757474663
268.0,2.25994073905,11.398077373
269.0,1.69199671461,16.406925848
270.0,3.3895312235,15.9558812866
271.0,3.56759412274,11.4709261523
272.0,3.47632082577,9.4491012104
273.0,3.48171163705,9.37616109413
274.0,4.26548438004,9.49703502511
275.0,3.72844216678,9.52583880734
276.0,3.27303849217,9.47035307926
277.0,2.92056775068,7.71947495881
278.0,4.53382072411,6.89221416295
279.0,3.32868453992,6.87362659549
280.0,3.31587247492,4.1478601415
281.0,4.69909326042,3.83182252377
282.0,7.37547529454,7.79087220627
283.0,6.5340953659,5.28148566255
284.0,5.99606720607,6.11385514446
285.0,4.18095609537,5.10062246482
286.0,4.67740903775,7.2829732563
287.0,3.42608756299,3.37547642588
288.0,0.988153144917,6.03938992585
289.0,1.20645409286,6.71161845396
290.0,1.03536995392,9.51127297106
291.0,1.78436453938,6.97699402222
292.0,1.75987389105,4.38357302417
293.0,1.02070650193,3.64450658686
294.0,0.98573972936,5.56044728302
295.0,1.18761450231,9.30252465262
296.0,1.7510603327,6.5682931779
297.0,1.84001314496,8.02536505212
298.0,2.69107004333,2.42442608982
299.0,3.13358623009,1.47795849672
300.0,1.26085372674,1.82109839292
301.0,1.60810944661,3.4940622488
302.0,2.25226875541,6.71648404472
303.0,1.44116671717,7.88179791552
304.0,2.89481112872,5.30533072918
305.0,1.02916815348,3.7192251921
306.0,0.341241660618,4.0671096279
307.0,1.94765060896,1.94727782215
308.0,2.42468947678,3.00687909545
309.0,1.81752459913,7.41998441214
310.0,1.95524689444,4.22257137927
311.0,3.22997802471,3.78763614182
312.0,3.04621230834,3.03894843624
313.0,3.45654002298,2.46533782339
314.0,3.58083309865,0.180763586773
315.0,3.40545795784,2.51401520645
316.0,2.37263379383,2.36957747491
317.0,0.0,6.91718185164
318.0,2.12935151522,4.00241939868
319.0,2.92466165927,4.71675040828
320.0,0.0,6.53023392541
321.0,0.0,7.12943554299
322.0,0.0,6.24091369907
323.0,0.0,6.83362803892
324.0,0.0,8.4292855423
325.0,0.0,3.06845831162
326.0,0.0,7.977890668
327.0,3.67872778257,4.18923394136
328.0,3.64776188907,4.57259522635
329.0,3.69110815465,6.65360596603
330.0,6.25315384344,8.05086566543
331.0,0.0,9.35908098056
332.0,0.0,5.84175296354
333.0,0.0,3.59350485275
334.0,0.0,5.82654089438
335.0,0.0,8.71983721317
336.0,0.0,8.00501374757
337.0,0.0,8.29557609391
338.0,0.0,12.0742661089
339.0,0.0,11.9678291499
340.0,0.0,8.13949883058
341.0,0.0,15.088066099
342.0,0.0,8.96299413429
343.0,0.0,10.0180627072
344.0,0.0,9.09714225726
345.0,0.0,6.48267876432
346.0,0.0,9.05736270419
347.0,0.0,6.86810440075
348.0,0.0,5.00647988502
349.0,0.0,3.34457409319
350.0,0.0,1.7810360231
351.0,0.0,5.08270322615
352.0,0.0,2.83515064355
353.0,5.91377838091,5.60966000841
354.0,4.60643602501,6.6849274424
355.0,3.68182391236,8.05375290903
356.0,3.47370318972,14.4159507861
357.0,6.22126596822,13.2311448159
358.0,7.80378349082,11.7382605771
359.0,5.74900204635,11.9316006489
360.0,7.23127810612,12.737562382
361.0,8.24035056491,13.9908795943
362.0,6.2329095975,17.8834645997
363.0,3.94537758796,14.6948816902
364.0,4.21182707458,13.5878093381
365.0,4.81959834509,7.39926543461
366.0,3.48732348937,4.18380025005
367.0,1.40095779332,8.50664147519
368.0,1.77123478125,8.84881956397
369.0,3.38694141514,7.07819802732
370.0,3.46115726272,8.1856124663
371.0,2.91500671563,5.82360243237
372.0,1.71687566688,4.82575956712
373.0,0.667719526047,3.21954793614
374.0,1.31239089542,5.81919172114
375.0,2.13536244717,4.30276551621
376.0,1.68196928259,6.97347528639
377.0,2.12999113692,6.33404364168
378.0,3.90470971525,4.38628806696
379.0,7.66943730904,5.47793525972
380.0,4.37868604536,1.74695086819
381.0,2.53763133377,1.78255507411
382.0,1.79363182537,3.09397625301
383.0,2.48198120455,1.81337928133
384.0,3.47385723447,3.1571224951
385.0,5.98031642739,6.7290877778
386.0,6.09047708472,10.9271628777
387.0,7.43462523789,13.8176654134
388.0,5.36672902738,15.0078211814
389.0,4.93393923455,16.8526536844
390.0,7.76126499723,18.7641601689
391.0,5.73118765937,15.7529426866
392.0,6.33163802058,12.417831014
393.0,6.09548357906,10.3064304825
394.0,5.33874713576,8.41864008003
395.0,3.55967271029,6.95282126776
396.0,3.0211375099,8.65403001566
397.0,3.52517053236,6.59449985424
398.0,3.86323863793,7.42377828352
399.0,3.7783837259,6.90276798885
400.0,3.61827776094,6.33580273718
401.0,3.30912063195,9.75844810953
402.0,3.74090268392,6.34692608073
403.0,4.98836865737,6.65095853093
404.0,5.25725027773,9.35868586424
405.0,5.39854251712,10.7785969786
406.0,5.42858396396,10.5880719909
407.0,5.01940570144,8.92530180536
408.0,3.77970330838,10.2130363058
409.0,5.37621369699,7.08139426921
410.0,7.19202479562,7.70804975406
411.0,6.28612040227,7.41441151546
412.0,4.75818458898,4.73154739763
413.0,3.16199030608,10.0928186602
414.0,3.12014608484,9.70947579606
415.0,3.52838861182,10.3963325166
416.0,3.74622674854,7.11935359276
417.0,3.72038148951,9.12106118623
418.0,3.10086474861,9.8732329281
419.0,6.69666452245,9.14415937602
420.0,8.03186521561,7.06092660919
421.0,6.79360015893,7.46947604226
422.0,7.36508878111,7.26593484229
423.0,7.50374009089,6.45756805209
424.0,8.39575490775,6.80444438925
425.0,8.19391360802,4.17856144807
426.0,5.59124976249,0.834868322411
427.0,4.75111087883,3.24679169902
428.0,3.78670229295,6.01864059402
429.0,3.70493001639,3.69115779974
430.0,4.35141310018,4.43402409935
431.0,3.63886173525,3.13358094995
432.0,2.25681698006,2.95125493637
433.0,1.67789113353,8.26579761802
434.0,1.52137367137,10.7490157524
435.0,2.13836912064,12.2372415946
436.0,2.71439802412,12.0300567762
437.0,1.83027257114,15.3418766354
438.0,2.86933888133,11.216123185
439.0,2.74868204207,11.1449598671
440.0,3.56149386193,8.65614045857
441.0,4.07351834689,14.4572717843
442.0,3.78465921644,12.0214315342
443.0,5.46882823019,10.0937639188
444.0,4.37287616688,13.2132278074
445.0,3.67748222298,15.8267906494
446.0,5.77529577107,12.1176441662
447.0,7.25265938476,10.8400196636
448.0,3.69529482526,9.47366641729
449.0,3.68956463659,9.7767941061
450.0,4.75566580737,9.8773031474
451.0,2.65107546704,7.31867011438
452.0,2.77843619669,9.33783132074
453.0,3.02555614287,7.92338173112
454.0,3.85046174502,7.37406956605
455.0,4.50965303659,10.6081621312
456.0,4.81474007575,7.63086729373
457.0,3.80274502553,5.73507152425
458.0,3.11204527889,6.39567966289
459.0,1.83085450378,8.68550818336
460.0,0.0,6.03385817576
461.0,0.0,5.84638938512
462.0,2.51561334568,6.64008506919
463.0,0.0,7.58164237497
464.0,0.0,8.4964436334
465.0,3.58380983803,6.74928091236
466.0,2.17650826537,5.50958078491
467.0,0.0,6.55921347853
468.0,0.0,6.46803268249
469.0,2.38886303208,5.91489079433
470.0,2.00986101678,3.01552600643
471.0,2.18483967864,6.22074692392
472.0,2.20163890085,3.46722231793
473.0,0.0,6.82307620109
474.0,1.87751612142,6.47843186614
475.0,2.10888105061,7.19276205076
476.0,2.03892119873,5.5962826688
477.0,0.718051402489,3.05589423811
478.0,0.817122927207,5.55087557096
479.0,0.946472351926,6.14519580412
480.0,1.13336111246,6.30966664367
481.0,1.27978967056,6.62783723171
482.0,1.32796295954,7.11880964877
483.0,1.64879541244,6.84448552323
484.0,2.38882850945,7.98171368007
485.0,1.79425317652,6.64012594598
486.0,1.65755950374,4.20622043941
487.0,1.74693668714,3.61578267715
488.0,1.19853670223,3.41177444138
489.0,0.61963469482,-0.549688938254
490.0,0.811152459154,-0.154189200751
491.0,0.927820556884,0.449634170404
492.0,3.13817080397,0.714291582517
493.0,4.80283135545,0.768269084063
494.0,4.63664149522,0.668225461707
495.0,2.41851473668,-0.119509704495
496.0,1.91414035911,-0.814769912157
497.0,0.916975338628,0.882567589963
498.0,0.556259165278,3.70707176043
499.0,0.40556373399,1.95895612905
500.0,0.138228116708,1.25707922574
501.0,0.0741865765101,1.85838298715
502.0,0.869705256859,5.92255602747
503.0,0.63238163009,3.92842562669
504.0,1.17991623497,3.8462899626
505.0,0.91717092492,4.3729417598
506.0,1.16233274906,1.7658488786
507.0,1.6889681081,2.92824533296
508.0,1.42054632246,5.05107383206
509.0,2.73307535183,9.72218457935
510.0,3.34117434814,7.24294575478
511.0,3.78870027937,4.69510147872
512.0,4.03974159026,2.13553287227
513.0,2.33311478595,1.20211540709
514.0,1.84300696449,1.72176295473
515.0,1.58894356759,3.31020800294
516.0,0.724032556164,3.16930565851
517.0,1.05534887125,1.93943651117
518.0,1.5096344798,1.28590316611
519.0,1.42236121572,3.04454941445
520.0,2.19502899763,2.85883624768
521.0,3.39093087362,2.07675364635
522.0,3.91630029349,3.05166650509
523.0,3.31782141034,2.8146875641
524.0,4.33064701797,9.95670803446
525.0,3.79749780672,6.89320589729
526.0,5.12774540934,6.88936982884
527.0,5.13774195357,4.70734405018
528.0,4.08511058434,6.13792286502
529.0,4.53248200949,5.51740595546
530.0,3.74711172714,5.97826232838
531.0,4.11604488516,11.5219291794
532.0,7.20524604697,14.8346889046
533.0,7.9802706615,16.778319927
534.0,6.82877991148,13.2566718482
535.0,7.12560803531,10.5762753241
536.0,7.01879527087,9.76281986911
537.0,6.01426088973,10.9272330735
538.0,6.24786434856,10.2438839991
539.0,5.64353627334,6.5810836222
540.0,4.25472071189,6.12264988183
541.0,2.6402109741,7.63729162044
542.0,3.56414908803,8.07257143709
543.0,3.8875830835,3.95923736057
544.0,3.37217773845,4.60319883439
545.0,2.20914398907,7.22524202969
546.0,3.92558461849,8.54030321498
547.0,5.78204181297,9.93250355086
548.0,4.31351611664,6.99506021074
549.0,5.60580350447,8.52695422242
550.0,5.35537939134,8.86147975005
551.0,3.58605171889,8.76752150179
552.0,2.08768361203,9.46857750051
553.0,1.28803159549,8.91100753603
554.0,0.0,9.97118173105
555.0,1.09851296489,7.55176334348
556.0,0.0,7.98471311479
557.0,1.04356993611,7.50300095991
558.0,0.0,5.65239649122
559.0,0.0,10.6086998318
560.0,0.0,8.29418764921
561.0,0.0,4.41211482074
562.0,0.0,7.62236385307
563.0,0.0,5.68904163228
564.0,0.0,7.1520991596
565.0,0.0,5.69606255646
566.0,0.0,5.59909952933
567.0,1.07026702661,9.02318487954
568.0,1.98935251487,7.08781714425
569.0,3.12883185356,6.18873865556
570.0,2.20282056589,6.30826600521
571.0,1.65206846842,4.4942514759
572.0,2.19890833613,5.08308750424
573.0,1.69038934592,9.1569898373
574.0,1.50519284524,7.75557468366
575.0,2.80936730095,6.56307538366
576.0,1.67936668939,6.40116552831
577.0,2.55716828569,8.64765918576
578.0,3.03295459205,7.71520424523
579.0,3.79896489777,8.52769999144
580.0,1.9236214897,9.22325242619
581.0,2.36023984079,7.35950938877
582.0,1.67035675426,4.74647431469
583.0,2.34217987069,3.06018425391
584.0,2.23604678612,3.61038071399
585.0,1.59706266817,2.9233938643
586.0,0.915585376284,2.37822060189
587.0,0.924341146186,0.081450974946
588.0,0.32044847363,-0.523882285083
589.0,0.461251565581,0.143478622825
590.0,0.690369548789,1.01698713993
591.0,0.120101533936,-0.145440877249
592.0,0.459683013111,1.07045861282
593.0,0.0739803659889,4.04318948687
594.0,0.291045063232,5.28060864631
595.0,0.59203849505,7.81451986921
596.0,0.674863468001,8.78863166365
597.0,1.14155562182,4.26514382023
598.0,1.14176067016,6.09084123453
599.0,0.98441079619,6.70739057342
600.0,0.992410243479,6.71021938715
601.0,1.74648298118,8.11352909002
602.0,2.91852497858,10.6940886399
603.0,2.71337339567,8.75961934449
604.0,3.87863684133,13.4055577602
605.0,3.71689762822,10.0334184837
606.0,4.70184606421,9.10185215854
607.0,7.17242096843,12.1290131475
608.0,7.43398754551,9.47078876056
609.0,7.90886099767,13.688663861
610.0,6.55954313852,6.90898334117
611.0,8.26131784207,11.1920160265
612.0,8.7265367987,14.7853289371
613.0,9.15665627767,10.1253449279
614.0,9.0770914621,9.37027112089
615.0,8.43939198438,7.62108662791
616.0,6.87585925942,8.31895644969
617.0,7.5127911655,7.04289415598
618.0,7.01335488812,7.20136738791
619.0,3.72457459937,6.49953568339
620.0,3.80611940384,9.40288378995
621.0,3.62365023055,10.0404058186
622.0,2.2638744532,9.209861457
623.0,2.77009209843,7.28339957936
624.0,3.84520831058,5.77694114548
625.0,3.56476558062,6.95847576724
626.0,3.66270164223,3.09194359656
627.0,3.71545457549,6.05585372467
628.0,3.71314472366,8.16437197763
629.0,4.35276249663,8.26698381291
630.0,5.56429450269,8.25135274136
631.0,6.66910920782,5.15074481798
632.0,3.93753484869,2.92632291247
633.0,3.78631661784,5.46160877501
634.0,2.6315802868,6.71183718883
635.0,2.20264208873,3.64470691643
636.0,2.74488851882,5.62276855856
637.0,3.47827641429,6.02749391242
638.0,3.79373923688,6.90042798371
639.0,2.41216665313,7.31913306962
640.0,2.19523616056,3.38655824349
641.0,2.14061949319,1.62449575138
642.0,2.75259915776,3.85026545502
643.0,2.83120952912,8.20995011008
644.0,2.84847970297,8.50178814693
645.0,3.96196038243,5.47667565302
646.0,5.1090711242,1.76539552488
647.0,3.24126217088,4.56624214651
648.0,1.28696579981,3.57897087943
649.0,2.60938574036,3.10303449562
650.0,2.83549082802,4.73303430356
651.0,3.87065737674,4.15524364943
652.0,3.97177342989,9.28844772437
653.0,6.61771967285,6.64448178811
654.0,7.60640279755,8.73363077951
655.0,5.60413286913,5.39939481317
656.0,6.90513199432,6.55255164152
657.0,3.89483699321,4.90716342488
658.0,3.04704916415,3.29255606443
659.0,1.57538197442,3.83994793756
660.0,2.22392353588,4.64458698067
661.0,2.06160121556,5.71849135872
662.0,3.75227939636,9.69830409091
663.0,4.07956118709,4.53820642344
664.0,4.60821023651,6.94954837674
665.0,3.7578467779,7.60998358911
666.0,3.8281180545,8.31884001219
667.0,4.68561050316,9.31881355459
668.0,5.28547529644,8.65968217581
669.0,7.41176569828,10.968190369
670.0,4.44025970026,11.0454121864
671.0,6.03033076853,9.79853747546
672.0,4.46405236399,6.23142354326
673.0,3.71739158315,8.017424839
674.0,2.9335843181,8.43052609361
675.0,2.00295066016,4.84337715135
676.0,2.24935290595,7.59626217594
677.0,1.57191598789,3.82260197079
678.0,2.91731962148,2.93550356608
679.0,2.93236543645,1.72377180015
680.0,2.12687349497,2.92945156484
681.0,2.58698912906,6.18143591686
682.0,3.90244661765,4.92218088335
683.0,3.93405482862,1.75806238546
684.0,2.77014462261,3.33536375116
685.0,2.96556303017,5.3668942768
686.0,3.92960174703,5.44955673042
687.0,4.36448641551,6.44369950443
688.0,3.31901829051,6.24930616024
689.0,2.76630914289,7.43810921347
690.0,3.91108760694,8.01382675608
691.0,3.75853973405,9.01711635851
692.0,4.51967904216,9.82032142109
693.0,3.99513117848,5.67428477019
694.0,4.22617419057,8.71491297795
695.0,4.59732213783,5.88440709542
696.0,4.51457600433,3.64425717906
697.0,3.5026218762,3.03266810826
698.0,3.28676179996,2.7605356373
699.0,2.80254403641,1.14562826376
700.0,3.8137193949,0.90876702817
701.0,3.79821080165,3.36677806975
702.0,4.51731099333,3.46582017608
703.0,4.45689523212,1.58492139427
704.0,0.0,3.34580243552
705.0,0.0,1.9484487816
706.0,0.0,1.45916257789
707.0,0.0,3.23472375982
708.0,5.95464159564,5.58372299966
709.0,5.79597690737,4.83628440447
710.0,4.01353585876,6.41790825381
711.0,5.68453715428,4.07815054145
712.0,5.59288159417,8.20980182926
713.0,4.52438971709,7.36963606545
714.0,6.27100535589,8.80640261509
715.0,6.52216687354,7.31027798049
716.0,6.77646010812,9.64760414519
717.0,4.65245217373,14.6194042952
718.0,5.97241276349,14.3074613671
719.0,3.81980841016,9.68974701859
720.0,3.79272051451,8.43079809626
721.0,4.25560671513,10.7151811848
722.0,6.89186007335,10.343529978
723.0,8.01459496169,10.9711142257
724.0,7.60957342343,9.68241700006
725.0,5.26557356877,7.42576840938
726.0,3.86331979816,8.5748981203
727.0,4.63220038964,8.05276333877
728.0,4.39695895306,8.07636749589
729.0,6.84736582072,8.36444043381
730.0,8.37681713219,10.6761971723
731.0,8.93921546547,10.1562325406
732.0,8.86283515503,8.25057432779
733.0,9.05258434445,7.30612048835
734.0,8.84762130151,8.9227181549
735.0,7.00147193872,8.23030999147
736.0,4.64900166476,9.90004971236
737.0,7.02832492393,8.14471577667
738.0,8.72236378274,13.4819421831
739.0,9.05672199408,16.4467342201
740.0,9.47911452812,17.3534402904
741.0,9.35032454028,18.7053759262
742.0,9.26209077547,14.8326166089
743.0,9.15266764531,16.1379828468
744.0,9.13340789585,8.58331808841
745.0,8.70322882526,8.63443074112
746.0,6.86594718565,8.22944748527
747.0,4.86889757484,7.1293376941
748.0,4.5736481061,7.93672530241
749.0,5.54129206467,7.91267466073
750.0,7.00045026584,8.20752817956
751.0,6.75270728217,8.33752452571
752.0,4.60325814354,6.61197496193
753.0,3.88622487483,4.15149432234
754.0,4.19742438987,7.38722038251
755.0,7.92210182504,11.1418875386
756.0,8.77199235616,10.1123659977
757.0,9.32011966188,7.5054929812
758.0,8.83250688682,8.1883706174
759.0,8.79175240547,7.12241230068
760.0,7.84575801802,7.29386359019
761.0,8.11778364477,9.96840431194
762.0,7.35624473629,8.80949040695
763.0,7.69798556626,7.50662447882
764.0,8.49136598571,10.3035292771
765.0,7.0857861339,9.55675583762
766.0,6.67452192359,7.29651426618
767.0,8.21237117617,10.2108544663
768.0,7.7666846753,15.4559053464
769.0,7.85660439035,12.3636206713
770.0,7.07358624299,16.0897432143
771.0,7.2466603817,14.1140051331
772.0,7.57661796477,9.87707466251
773.0,8.50174433404,9.24769949719
774.0,5.75843577979,11.6637579826
775.0,3.90958414639,14.2153494823
776.0,6.4928164424,21.5161020143
777.0,5.6280282377,16.3546328992
778.0,5.5749799294,11.7301987474
779.0,3.9111112345,7.87649929219
780.0,0.0,4.00084654271
781.0,2.77442771094,10.2599510537
782.0,0.0,5.35547834762
783.0,0.0,6.80523031845
784.0,2.23388429868,10.1836269045
785.0,0.0,9.23849629115
786.0,3.53649211383,6.78730878116
