time,power_data,power_norm
106.0,1320.11717481,852.94858745
107.0,21.7811322097,1144.47986716
108.0,285.073668832,-30.9610166116
109.0,25.7928621135,1477.30423559
110.0,1283.27397875,1081.88358471
111.0,1352.78042781,2103.372997
112.0,1348.48406155,1737.82406152
113.0,0.0,-174.206180461
114.0,0.0,-21.6429381904
115.0,0.0,-115.375901624
116.0,0.0,-66.6945569929
117.0,0.0,-2.85269432354
118.0,0.0,7.71172983302
119.0,0.0,-138.822003148
120.0,0.0,-103.722649414
121.0,0.0,22.9132707154
122.0,0.0,-226.146414224
123.0,0.0,-81.7746397176
124.0,0.0,253.38110568
125.0,0.0,-72.9952529084
126.0,0.0,-60.0138845588
127.0,1337.29312208,114.054055617
128.0,1340.70308413,-153.041084764
129.0,606.780866583,-64.3547455924
130.0,275.886684314,-186.597054571
131.0,1319.26779195,-168.571229061
132.0,878.884598145,-312.096651172
133.0,419.436783069,-281.668172837
134.0,1319.23204445,-321.881060517
135.0,1322.60838462,166.184169086
136.0,283.49081632,23.7611929371
137.0,0.0,-68.8621874538
138.0,0.0,-94.7657243764
139.0,0.0,-40.2203861485
140.0,0.0,99.5764864464
141.0,0.0,-60.5270101207
142.0,0.0,-58.6981671448
143.0,0.0,-104.881934522
144.0,0.0,-103.442978404
145.0,0.0,79.6733100486
146.0,0.0,-65.7459525643
147.0,0.0,-93.5412655569
148.0,0.0,-132.000618839
149.0,0.0,-120.863795913
150.0,0.0,89.0409892697
151.0,981.848576004,942.478909122
152.0,1324.63959,1875.70264791
153.0,71.064694797,1309.22066157
154.0,1331.73028137,2958.90486888
155.0,1362.42271379,2557.13536645
156.0,1335.51367118,2295.85846699
157.0,1821.35646915,2645.07738288
158.0,3392.28844859,2752.91781431
159.0,2640.07798096,2704.47276547
160.0,2574.17545212,1213.30283125
161.0,0.0,86.0755845605
162.0,0.0,-144.676282726
163.0,0.0,-102.963692584
164.0,0.0,-326.485054163
165.0,0.0,47.6596716063
166.0,0.0,-10.1957121199
167.0,0.0,-80.4372937901
168.0,0.0,40.6594529258
169.0,0.0,-123.179387834
170.0,0.0,-121.400377922
171.0,0.0,-294.426780616
172.0,0.0,-138.534090552
173.0,0.0,88.5850830815
174.0,0.0,-127.659978075
175.0,1350.81464371,-293.654915286
176.0,91.6963662799,527.127683967
177.0,1336.12156473,127.11910442
178.0,329.491364881,-337.587619745
179.0,44.1603937708,151.015034368
180.0,457.33027231,-79.0594826283
181.0,1282.44439103,-292.376508187
182.0,910.652780999,-112.674125556
183.0,1702.71119672,1716.90677168
184.0,1382.39310187,1386.35818445
185.0,0.0,-6.16884937258
186.0,0.0,-94.0120261162
187.0,0.0,-119.756423222
188.0,0.0,89.4044759017
189.0,0.0,-88.9352235888
190.0,0.0,-139.592248178
191.0,0.0,-122.982676907
192.0,0.0,85.4450857025
193.0,0.0,113.515555025
194.0,0.0,-107.693426885
195.0,0.0,-117.34690603
196.0,0.0,45.6434112548
197.0,0.0,-91.2635452356
198.0,0.0,-84.1271315758
199.0,1355.32954628,-40.8016575846
200.0,2064.26103644,1287.85077156
201.0,1340.21398326,2316.389806
202.0,1358.5033367,1685.29537049
203.0,1341.62704832,-134.921014667
204.0,574.543476453,-428.103681808
205.0,106.683981952,-76.3668859255
206.0,161.8712701,145.562070728
207.0,1352.98885143,3191.91194165
208.0,103.883050122,1212.2307598
209.0,0.0,-18.4549405668
210.0,0.0,-43.0027479176
211.0,0.0,-65.0818606483
212.0,0.0,-29.5412226651
213.0,0.0,-106.149481809
214.0,0.0,-229.069743089
215.0,0.0,-53.769166079
216.0,0.0,-115.413138297
217.0,0.0,-111.68925692
218.0,0.0,-70.1847872562
219.0,0.0,-37.6212311264
220.0,0.0,-104.016785081
221.0,0.0,-105.440618121
222.0,0.0,45.5418749317
223.0,119.058803501,66.2744481154
224.0,1327.65839643,-608.717992122
225.0,250.34270519,-575.213048768
226.0,245.404847384,1830.75180768
227.0,1360.33222538,1322.48848979
228.0,1305.40353716,1981.90294077
229.0,1377.50202247,1668.16067426
230.0,1387.89075887,1350.51810969
231.0,2137.26009454,-191.572113287
232.0,211.393569819,-440.883296336
233.0,0.0,-111.214019465
234.0,0.0,-139.159212377
235.0,0.0,-29.6645017388
236.0,0.0,-91.8933880403
237.0,0.0,-27.011927713
238.0,0.0,85.570889646
239.0,0.0,-47.8043980014
240.0,0.0,-101.262546696
241.0,0.0,-208.925062142
242.0,0.0,-104.959298138
243.0,0.0,409.188705503
244.0,0.0,-101.841434439
245.0,0.0,-184.424957056
246.0,0.0,2.46745486854
247.0,242.323344615,-669.051740263
248.0,378.209268383,-634.199256771
249.0,345.992879961,28.7537924488
250.0,350.499522403,-76.1763224866
251.0,270.320803502,-449.573566191
252.0,382.985462371,-662.886100066
253.0,382.238262065,-539.789331769
254.0,384.442755753,-573.030942063
255.0,331.429980503,-324.679833935
256.0,1260.03110446,2593.87542643
257.0,0.0,-116.538257186
258.0,0.0,20.4556757504
259.0,0.0,-206.973737166
260.0,0.0,-124.259897538
261.0,0.0,-183.129593007
262.0,0.0,-82.3874891278
263.0,0.0,-40.859600099
264.0,0.0,-208.781882218
265.0,0.0,-223.892026539
266.0,0.0,55.3407125319
267.0,0.0,-72.9199324848
268.0,0.0,-151.564524364
269.0,0.0,-86.6354873623
270.0,0.0,-294.397064269
271.0,3971.94279861,3639.80962524
272.0,4466.31247319,3970.52573447
273.0,4452.9892686,3704.41016438
274.0,4322.38315783,3360.70274106
275.0,3946.50905338,2252.13531451
276.0,1366.17227717,1092.18736645
277.0,1348.43128103,1468.65114378
278.0,488.759790104,-11.5733283983
279.0,743.259510479,2579.16718385
280.0,198.172044573,302.964779139
281.0,0.0,-60.6455143303
282.0,0.0,-101.9041335
283.0,0.0,-51.0510306824
284.0,0.0,-105.497798717
285.0,0.0,-231.60455238
286.0,0.0,-92.2460199315
287.0,0.0,-315.28095611
288.0,0.0,-110.78597698
289.0,0.0,-134.244219587
290.0,0.0,-108.744538879
291.0,0.0,-119.361740323
292.0,0.0,-16.4613954105
293.0,0.0,19.8012676919
294.0,0.0,-176.574317017
295.0,1365.81131194,284.741093863
296.0,3318.19339648,1884.13005041
297.0,4287.2748349,2707.33910603
298.0,3992.86493284,3409.52662885
299.0,3172.96252792,3249.69850529
300.0,3975.00379225,2693.72180274
301.0,3393.96974499,3227.02186154
302.0,2120.45682881,3031.51473808
303.0,1768.89604069,3606.55762273
304.0,1369.96417858,2613.44699189
305.0,0.0,-74.3281471268
306.0,0.0,-58.4838927078
307.0,0.0,-33.9863214931
308.0,0.0,-153.283503699
309.0,0.0,-46.497271771
310.0,0.0,-167.961268715
311.0,0.0,-74.3962783405
312.0,0.0,-98.1319961545
313.0,0.0,-88.9446544175
314.0,0.0,137.0019931
315.0,0.0,66.978187255
316.0,0.0,-105.557170394
317.0,0.0,-146.120040258
318.0,0.0,5.15301908446
319.0,269.32157412,1030.8162201
320.0,1376.47732349,2149.04965188
321.0,1403.36339595,2349.09516964
322.0,1393.71779286,2306.27083954
323.0,1682.4673447,566.602593921
324.0,1394.91984376,1829.46134133
325.0,1411.71104535,1915.88763018
326.0,1412.24529419,1150.27711905
327.0,1371.23881411,1180.48424609
328.0,1397.8718636,810.915543178
329.0,0.0,18.3032731888
330.0,0.0,-83.3149438051
331.0,0.0,-161.821968805
332.0,0.0,23.8022865288
333.0,0.0,40.7125461236
334.0,0.0,-125.48260789
335.0,0.0,-40.7551300329
336.0,0.0,-76.2136622046
337.0,0.0,-6.05102825377
338.0,0.0,-65.9362953877
339.0,0.0,30.3068153545
340.0,0.0,118.163753147
341.0,0.0,-92.3179182478
342.0,0.0,-47.9466376078
343.0,1364.79158447,-131.050067119
344.0,44.1338835768,1994.51228784
345.0,403.645307007,2158.60738563
346.0,207.018073616,-429.999601267
347.0,106.094086654,-606.098596892
348.0,171.233364349,-316.112469724
349.0,1378.97167537,58.3790049978
350.0,1410.22052221,1379.71101979
351.0,1414.94122135,1725.51210018
352.0,1389.9286496,2515.45044421
353.0,0.0,-197.944461729
354.0,0.0,-13.1257045518
355.0,0.0,33.1014390396
356.0,0.0,-90.1454112005
357.0,0.0,-205.940938699
358.0,0.0,-87.9279028678
359.0,0.0,84.926019985
360.0,0.0,130.751994688
361.0,0.0,8.39237617693
362.0,0.0,-69.077848816
363.0,0.0,158.682948171
364.0,0.0,88.1665647528
365.0,0.0,-193.17525666
366.0,0.0,-27.7493572939
367.0,1375.53620782,1728.8545723
368.0,1380.99415332,1001.66644977
369.0,412.579051691,37.1127816368
370.0,1379.5958642,0.689691247233
371.0,1405.94621994,-249.61845547
372.0,1421.77577877,1660.5116185
373.0,2856.10983035,968.459161545
374.0,3372.03980638,2030.18955463
375.0,2403.1574638,2615.42547788
376.0,1402.57544222,2151.09674909
377.0,1389.48772309,1691.4861183
378.0,0.0,-38.4752057287
379.0,0.0,135.537792692
380.0,0.0,-34.8682116503
381.0,0.0,79.7392397018
382.0,0.0,52.817048475
383.0,0.0,-1.07179570786
384.0,0.0,-94.6139009572
385.0,0.0,-63.0239000928
386.0,0.0,-29.3428864885
387.0,0.0,-91.4709120762
388.0,0.0,389.053999164
389.0,0.0,-7.19361234701
390.0,0.0,73.4314177172
391.0,580.257813524,2542.50129385
392.0,1381.44761103,2073.48480115
393.0,1373.74094657,-0.370278522517
394.0,1384.14108244,2636.60523032
395.0,1399.26220355,2665.54331832
396.0,883.828142807,651.999460146
397.0,1382.12080696,242.814719607
398.0,19.7271720094,-177.355006418
399.0,615.341400235,-194.628459942
400.0,1417.39448506,487.410943245
401.0,1418.94781253,2595.62262233
402.0,0.0,52.6152795664
403.0,0.0,10.2848370767
404.0,0.0,-4.84414085396
405.0,0.0,8.65668924702
406.0,0.0,205.633881295
407.0,0.0,12.6526382434
408.0,0.0,54.4450124075
409.0,0.0,16.5793101186
410.0,0.0,-28.737670564
411.0,0.0,69.6113325584
412.0,0.0,238.417509487
413.0,0.0,209.709460946
414.0,0.0,57.6791221358
415.0,1412.26770267,2786.7525572
416.0,1405.63699058,33.4150533328
417.0,117.616480975,-443.014742562
418.0,291.513487796,-259.025630113
419.0,22.3574868947,1321.50658903
420.0,1060.00510963,2041.23541419
421.0,1396.4075856,690.744085102
422.0,499.121052204,3086.2144839
423.0,1391.08102069,2762.84179705
424.0,1404.3765964,1734.92101508
425.0,1427.64081891,2840.28057475
426.0,0.0,-12.0103146416
427.0,0.0,224.097894956
428.0,0.0,35.8703670831
429.0,0.0,139.479898422
430.0,0.0,-4.70258901322
431.0,0.0,-29.7221352125
432.0,0.0,-66.9238051805
433.0,0.0,-1.35090223322
434.0,0.0,-63.6466464488
435.0,0.0,-18.08714217
436.0,0.0,31.3784292213
437.0,0.0,-109.448770056
438.0,0.0,-91.7619559939
439.0,1422.97716231,2526.67386569
440.0,1394.70543599,461.143162926
441.0,504.685975244,-239.171805728
442.0,221.664858925,-131.402989295
443.0,224.763756394,-253.968293016
444.0,27.8208166062,-46.3063991285
445.0,1409.66376753,832.506470488
446.0,1583.82638097,2047.16692462
447.0,1424.3034338,1202.92900157
448.0,1434.51839569,2078.93326466
449.0,1423.95483798,1893.42256374
450.0,0.0,-6.74098176723
451.0,0.0,-95.5492722485
452.0,0.0,-163.52340612
453.0,0.0,66.4834233648
454.0,0.0,-186.775165477
455.0,0.0,21.1305703328
456.0,0.0,20.6668888716
457.0,0.0,-8.76643407482
458.0,0.0,-92.1469162749
459.0,0.0,52.1637645613
460.0,0.0,-154.212523665
461.0,0.0,-168.634269553
462.0,0.0,-114.562910489
463.0,1429.10020297,2148.30638754
464.0,1393.76478441,150.028478631
465.0,837.768654854,74.1367463794
466.0,118.835877423,-395.945306281
467.0,264.862441712,-512.783832433
468.0,212.934124502,-109.034359453
469.0,48.711446324,-90.4443962772
470.0,234.498398787,-555.365074879
471.0,294.11433146,-626.998571991
472.0,280.653085522,-355.097991348
473.0,76.9472932217,-169.933563722
474.0,0.0,-76.984007996
475.0,0.0,-46.358435794
476.0,0.0,21.504410412
477.0,0.0,-73.3131950813
478.0,0.0,-108.78080951
479.0,0.0,-24.6963887807
480.0,0.0,31.7851761999
481.0,0.0,-154.474848759
482.0,0.0,-108.600235362
483.0,0.0,-192.622791832
484.0,0.0,-60.1029056526
485.0,0.0,48.4435146072
486.0,0.0,-58.0076294755
487.0,1396.30633112,87.3071496966
488.0,1420.27662055,2026.73776854
489.0,2176.08966817,2815.45494273
490.0,2535.24516745,3018.94320826
491.0,1544.07509132,2062.77629227
492.0,2749.54358061,918.472643554
493.0,1438.30423797,278.353436788
494.0,1414.10852454,1800.13433287
495.0,1414.21480282,995.986145189
496.0,1418.56501253,33.2685092054
497.0,1438.77025901,205.7946474
498.0,0.0,-174.936233417
499.0,0.0,-84.4590279309
500.0,0.0,86.8491085735
501.0,0.0,-84.3925561882
502.0,0.0,20.8141303681
503.0,0.0,-118.167626516
504.0,0.0,-23.1879976037
505.0,0.0,-191.126226948
506.0,0.0,-255.069249222
507.0,0.0,-87.1602927942
508.0,0.0,-166.488283103
509.0,0.0,-237.629021209
510.0,0.0,-83.3255616174
511.0,1434.7944942,2719.63941347
512.0,1429.34331436,2179.95601762
513.0,1371.0301412,272.452961219
514.0,249.99762746,-33.0102050531
515.0,1091.4759821,80.5731712449
516.0,1417.62777304,1152.34103101
517.0,1437.3306686,1602.91642631
518.0,1437.09955703,975.962812269
519.0,1442.02678895,2274.73964927
520.0,1448.53999298,2571.78332616
521.0,1406.34116852,3103.11762817
522.0,0.0,-90.4459514295
523.0,0.0,9.86925180588
524.0,0.0,-124.140478633
525.0,0.0,-143.131564565
526.0,0.0,-153.785633745
527.0,0.0,-229.205981232
528.0,0.0,-98.3703529533
529.0,0.0,-184.23467092
530.0,0.0,-301.899905758
531.0,0.0,-130.858003817
532.0,0.0,-215.875569939
533.0,0.0,-174.345417607
534.0,0.0,-132.175843001
535.0,829.117550199,1997.35153245
536.0,1505.44739257,2633.2005648
537.0,1591.13101143,1716.85852553
538.0,1412.23328263,996.332789965
539.0,1405.9416198,470.340012267
540.0,12.5711570159,-221.330861995
541.0,145.056160708,-66.7208168619
542.0,1424.02286612,-126.549280166
543.0,1441.05523778,380.963569154
544.0,1442.58338734,1836.72645916
545.0,1414.3334339,3065.3302592
546.0,0.0,-171.78733418
547.0,0.0,-127.36906659
548.0,0.0,-204.145693528
549.0,0.0,-165.288067613
550.0,0.0,-82.8268839258
551.0,0.0,-210.06334653
552.0,0.0,-232.369557898
553.0,0.0,-226.566798916
554.0,0.0,-170.529416079
555.0,0.0,-177.449195644
556.0,0.0,-131.008837693
557.0,0.0,-104.434194783
558.0,0.0,-169.054471318
559.0,1901.95311858,2931.34799736
560.0,1440.00730307,3563.40408087
561.0,3488.47409839,3285.07667797
562.0,3582.29359918,3434.50047637
563.0,4447.04959761,3866.34309321
564.0,4445.71436814,3552.39869575
565.0,3218.49941017,1504.83074645
566.0,2162.11947921,1867.35175842
567.0,1464.14526596,2190.19450897
568.0,1213.01923227,577.088121832
569.0,45.6284389204,-155.376460007
570.0,0.0,-181.392406981
571.0,0.0,-71.8647263397
572.0,0.0,-250.83573846
573.0,0.0,-148.251951941
574.0,0.0,-221.524724736
575.0,0.0,-179.057235235
576.0,0.0,-17.8205801409
577.0,0.0,-186.926456979
578.0,0.0,-44.436393555
579.0,0.0,-36.1678542996
580.0,0.0,-10.7383953149
581.0,0.0,-99.1934879532
582.0,0.0,-51.5703263709
583.0,191.848969877,-136.384970447
584.0,48.2417301636,264.428111983
585.0,1429.75990878,276.815774552
586.0,1443.88669584,3135.53536966
587.0,1452.23609638,2404.54434049
588.0,1428.66186766,-77.8975250849
589.0,558.25377167,941.054207974
590.0,1439.59686431,307.256452232
591.0,1419.44886434,296.652144516
592.0,509.24189873,118.844202682
593.0,1432.4123719,1473.55884974
594.0,0.0,-90.0823011475
595.0,0.0,-56.8571665423
596.0,0.0,-111.794061648
597.0,0.0,25.2381912602
598.0,0.0,-17.3579043553
599.0,0.0,-216.513607076
600.0,0.0,-89.2085855502
601.0,0.0,-129.521228038
602.0,0.0,-153.77581942
603.0,0.0,-59.0548751249
604.0,0.0,-83.4067481236
605.0,0.0,-160.04555302
606.0,0.0,-147.538813946
607.0,2966.00782346,2415.76476401
608.0,2378.4244676,1521.80239313
609.0,1460.52272668,2476.44904731
610.0,1470.00118469,2726.32908491
611.0,1453.20923924,2928.14976789
612.0,1829.20443662,2619.21121665
613.0,1460.86975336,1793.97952006
614.0,2954.06327036,1077.73793457
615.0,1449.92859077,1572.69514962
616.0,1461.0000277,1843.00920397
617.0,951.084872438,173.367136669
618.0,0.0,-86.8283127955
619.0,0.0,-117.232637037
620.0,0.0,-122.7167757
621.0,0.0,-168.210095427
622.0,0.0,-26.4074886923
623.0,0.0,-145.421055356
624.0,0.0,-84.8856403563
625.0,0.0,-216.511557573
626.0,0.0,-224.252602855
627.0,0.0,-267.749324759
628.0,0.0,-225.463203378
629.0,0.0,-257.86954305
630.0,0.0,-80.3790923278
631.0,1427.80923795,70.4862050618
632.0,605.197386042,230.305830776
633.0,1449.3156055,2560.51430846
634.0,1446.98116287,1528.59356796
635.0,2148.98289385,1779.05922063
636.0,3400.87840415,2651.86713732
637.0,2306.29116143,2277.71876965
638.0,2809.79708746,1516.68714755
639.0,3529.01262671,2302.65008909
640.0,1460.24527465,2253.32517812
641.0,1445.8778838,236.018954448
642.0,0.0,-10.2811544001
643.0,0.0,54.4551093238
644.0,0.0,-204.309831949
645.0,0.0,-24.0766226399
646.0,0.0,-77.5159967756
647.0,0.0,-132.626314681
648.0,0.0,-154.078251497
649.0,0.0,-134.30643329
650.0,0.0,-26.3992003924
651.0,0.0,-104.964929672
652.0,0.0,-117.263006344
653.0,0.0,-120.672304451
654.0,0.0,-24.7418562788
655.0,95.4467441516,-240.306497296
656.0,384.957876827,94.2984678583
657.0,1443.52762268,1258.24666739
658.0,1454.85918796,1992.50015663
659.0,1012.31326339,2068.8531297
660.0,59.6120558284,1793.82297182
661.0,362.460036424,2320.72875809
662.0,1474.77180073,3419.78589263
663.0,4246.98528101,3150.54495854
664.0,3091.37597742,3607.613024
665.0,2476.52120118,3331.37255637
666.0,0.0,-79.0931847689
667.0,0.0,-117.249089163
668.0,0.0,-64.6100692035
669.0,0.0,-74.1756475401
670.0,0.0,-23.1413222087
671.0,0.0,-122.548966267
672.0,0.0,-193.821199137
673.0,0.0,-143.906836575
674.0,0.0,-48.5680000594
675.0,0.0,-135.920019014
676.0,0.0,-56.9213860481
677.0,0.0,25.5801947236
678.0,0.0,64.4155754011
679.0,1469.60849441,3271.32379122
680.0,2142.95422152,3616.66895785
681.0,1464.53767639,2978.9462035
682.0,212.942146639,437.948344504
683.0,269.419798354,-132.480815315
684.0,37.1654617315,50.0538685401
685.0,500.550469302,1168.56295703
686.0,1490.08991208,2481.90041266
687.0,1482.18697149,2046.50888398
688.0,1491.23237521,2234.56555498
689.0,1479.64285488,2318.48655379
690.0,0.0,-110.424371051
691.0,0.0,-171.209408978
692.0,0.0,-94.4577404986
693.0,0.0,11.2562722058
694.0,0.0,-127.727583877
695.0,0.0,-75.9317609618
696.0,0.0,23.3047220571
697.0,0.0,-46.6116261694
698.0,0.0,-4.41976304856
699.0,0.0,-165.302869452
700.0,0.0,-106.265266569
701.0,0.0,-121.572555747
702.0,0.0,-49.8388586308
703.0,1487.35178013,3063.54297253
704.0,2762.69871109,3199.33620152
705.0,1563.4559164,2341.58848932
706.0,1445.63924816,1750.16702275
707.0,1466.84578822,412.340432313
708.0,1463.62389877,2604.63004389
709.0,1552.429263,1901.22253317
710.0,1445.8746397,20.8998066422
711.0,469.340052808,-165.810494486
712.0,134.39697406,-87.7701291229
713.0,119.811290114,-135.214893969
714.0,0.0,-73.8758636736
715.0,0.0,-42.2546912564
716.0,0.0,-102.513227878
717.0,0.0,-202.315716066
718.0,0.0,-77.3561997946
719.0,0.0,-46.5885801993
720.0,0.0,-94.3066750206
721.0,0.0,-136.867307766
722.0,0.0,-59.6285186698
723.0,0.0,41.9737914898
724.0,0.0,-28.2029342423
725.0,0.0,-22.0325874015
726.0,0.0,-94.8621881113
727.0,320.850966943,174.401827785
728.0,1456.02543875,1814.49131814
729.0,554.802133457,1214.71317162
730.0,1465.34362463,1963.0891877
731.0,1494.45430448,2858.58635558
732.0,1498.42724999,3105.52902831
733.0,1494.41815905,2907.09585633
734.0,3113.33439415,1008.76696314
735.0,1495.02219525,1420.00579881
736.0,1455.63319401,240.532649113
737.0,3.35530925589,-213.775160491
738.0,0.0,-59.7410166464
739.0,0.0,134.715125188
740.0,0.0,36.0057733829
741.0,0.0,-134.12842653
742.0,0.0,55.8828447335
743.0,0.0,-17.7229075691
744.0,0.0,181.186630702
745.0,0.0,-59.530811162
746.0,0.0,60.5996828599
747.0,0.0,-53.936595799
748.0,0.0,-16.3661284725
749.0,0.0,65.6591875613
750.0,0.0,-69.0992092774
751.0,133.318537601,-99.9770088601
752.0,179.770574781,50.7268658934
753.0,196.171105423,-41.8633150195
754.0,198.436806394,43.1463262744
755.0,531.809428967,404.467466914
756.0,1458.24428851,413.109067272
757.0,1681.92732768,3164.94099718
758.0,3927.48702981,3803.40009332
759.0,3534.8138785,3483.46065616
760.0,4032.48761649,3735.83412755
761.0,3910.86056228,3617.53510479
762.0,0.0,20.5060723262
763.0,0.0,4.60214899609
764.0,0.0,-78.3237426778
765.0,0.0,-77.7885288152
766.0,0.0,106.991624091
767.0,0.0,26.3219695378
768.0,0.0,-68.390339263
769.0,0.0,-133.004430966
770.0,0.0,-67.3316032572
771.0,0.0,54.079852933
772.0,0.0,-131.458929585
773.0,0.0,-130.334842758
774.0,0.0,56.7599643415
775.0,2069.99425849,2777.09748028
776.0,1482.27257826,3234.89301661
777.0,1483.67573711,3240.30258204
778.0,1459.89483159,2188.55676048
779.0,1467.84301497,896.838149309
780.0,1471.21225068,1840.40093738
781.0,1470.3426316,2920.49065642
782.0,1487.12879705,3639.82572419
783.0,1706.71924885,3364.99724427
784.0,4383.644144,3714.20003542
785.0,4311.96176347,3916.10655631
786.0,0.0,38.9430371658
787.0,0.0,-1.51807509619
788.0,0.0,37.0148046349
789.0,0.0,-22.410001759
790.0,0.0,5.95911899283
791.0,0.0,35.5391422352
792.0,0.0,57.1445800762
793.0,0.0,-17.4230862413
794.0,0.0,-46.3494734364
795.0,0.0,-160.570394909
796.0,0.0,-20.9700154558
797.0,0.0,-2.99983080871
798.0,4187.65994971,3632.82766166
799.0,3740.788603,3998.84370004
800.0,3696.85665038,4164.54002915
801.0,3546.70883379,3892.39712632
802.0,2236.52008149,3913.4254613
803.0,1670.99316691,2957.52250073
804.0,2966.24842613,2779.60142274
805.0,2804.20049938,502.777396456
806.0,2308.0171799,1877.92579131
807.0,1494.62223117,308.555969247
808.0,1465.599686,-79.1241492712
809.0,1496.05142202,354.325187986
810.0,0.0,43.0361819483
811.0,0.0,-54.7522701687
812.0,0.0,38.662180867
813.0,0.0,109.571464902
814.0,0.0,207.34446354
815.0,0.0,-9.44199303606
816.0,0.0,88.7217339634
817.0,0.0,28.6771108597
818.0,0.0,123.259007226
819.0,0.0,-9.84912501475
820.0,0.0,-2.36789112623
821.0,0.0,-3.87866762076
822.0,1488.93043703,3324.93044652
823.0,1505.86263071,3276.76340639
824.0,3296.50621078,2265.50471953
825.0,1498.68529969,332.17681755
826.0,1490.40201421,432.043691823
827.0,1799.56524154,2350.03841867
828.0,1979.53990709,1756.5681998
829.0,1530.77456547,1460.53325854
830.0,1522.35683736,2635.59785215
831.0,1519.39475112,3336.65410565
832.0,3391.38760378,2582.97664489
833.0,1517.1899968,144.018044014
834.0,0.0,48.1305358204
835.0,0.0,-74.993980323
836.0,0.0,117.80112784
837.0,0.0,103.429866299
838.0,0.0,10.312597374
839.0,0.0,120.729337123
840.0,0.0,11.2604798902
841.0,0.0,-30.6006960658
842.0,0.0,55.5497053175
843.0,0.0,-46.2846630507
844.0,0.0,178.502308498
845.0,0.0,49.9842662889
846.0,1504.54599233,1168.88779882
847.0,1519.20581888,1307.95270964
848.0,1518.59037158,3137.03632396
849.0,1481.1625711,2458.380992
850.0,1481.49887262,1850.01782187
851.0,1472.88140669,2994.07612916
852.0,720.998851317,359.929774502
853.0,327.413200813,2027.06107737
854.0,1486.27513189,2325.21988618
855.0,782.343003459,464.36160955
